sample_ID	provider_ID	genus	species	clade	location	sublocation	sex	gsdf_copies	chr19_ins_GT	chr19_ins_AC	chr7_ins_GT	chr7_ins_AC	avg_seq_depth	cram
CICHM16429715	D07H03	Tramitichromis	brevis	Benthic	Chiofu	main bay	F	2	0/0	50,0	0/0	24,0	32.61	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429715/fAstCal1.2/CICHM16429715.mem.crumble.cram
CICHM16429714	D01C01	Tramitichromis	brevis	Benthic	Nkhata Bay	Kampango point	M	3	0/0	47,0	0/0	39,0	32.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429714/fAstCal1.2/CICHM16429714.mem.crumble.cram
cichlid7020333	D21F02	Tramitichromis	intermedius	Benthic	Southwest arm	Malembo	M	3	0/0	21,0	0/0	18,0	15.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020333/fAstCal1.2/cichlid7020333.mem.crumble.cram
cichlid6994233	D08C09	Tramitichromis	sp. 'east-coast shallow'	Benthic	Chiofu	main bay	M	4	0/0	24,0	0/0	24,0	15.26	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994233/fAstCal1.2/cichlid6994233.mem.crumble.cram
cichlid7020203	D10F08	Tramitichromis	sp. 'east-coast shallow'	Benthic	Chiofu	NA	M	3	0/0	25,0	0/0	32,0	15.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020203/fAstCal1.2/cichlid7020203.mem.crumble.cram
ILBCDS5422000	435	Tramitichromis	sp. 'kande'	Benthic	NA	NA	M	3	0/0	13,0	0/0	9,0	19.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5422000/fAstCal1.2/ILBCDS5422000.mem.crumble.cram
cichlid6993907	D01G10	Tramitichromis	sp. 'kande'	Benthic	Nkhata Bay	Viking reef	M	3	0/0	12,0	0/0	15,0	14.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6993907/fAstCal1.2/cichlid6993907.mem.crumble.cram
cichlid7020310	D19H07	Tramitichromis	sp. 'red throat'	Benthic	Southeast arm	Palm beach	M	4	0/0	20,0	0/0	25,0	16.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020310/fAstCal1.2/cichlid7020310.mem.crumble.cram
CICHM16429587	D07D07	Trematocranus	placodon	Benthic	Chilumba	Ngara	M	2	0/0	33,0	0/0	25,0	30.25	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429587/fAstCal1.2/CICHM16429587.mem.crumble.cram
CICHM16429588	D07J01	Trematocranus	placodon	Benthic	Chiofu	main bay	M	2	0/0	33,0	0/0	16,0	24.6	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429588/fAstCal1.2/CICHM16429588.mem.crumble.cram
CICHM16429589	D08A08	Trematocranus	placodon	Benthic	Chiofu	main bay	M	2	0/0	48,0	0/0	26,0	32.14	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429589/fAstCal1.2/CICHM16429589.mem.crumble.cram
cichlid6994227	D08A01	Trematocranus	placodon	Benthic	Chiofu	main bay	NA	2	0/0	20,0	0/0	11,0	13.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994227/fAstCal1.2/cichlid6994227.mem.crumble.cram
cichlid6994237	D08D04	Trematocranus	placodon	Benthic	Chiofu	main bay	NA	2	0/0	24,0	0/0	19,0	16.54	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994237/fAstCal1.2/cichlid6994237.mem.crumble.cram
cichlid6994239	D08D06	Trematocranus	placodon	Benthic	Chiofu	main bay	NA	2	0/0	19,0	0/0	16,0	14.02	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994239/fAstCal1.2/cichlid6994239.mem.crumble.cram
CICHM16429590	D08B08	Trematocranus	placodon	Benthic	Chiofu	main bay	NA	2	0/0	48,0	0/0	28,0	32.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429590/fAstCal1.2/CICHM16429590.mem.crumble.cram
CICHM16429591	D10H10	Trematocranus	placodon	Benthic	Chiofu	NA	F	2	0/0	59,0	0/0	41,0	31.62	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429591/fAstCal1.2/CICHM16429591.mem.crumble.cram
CICHM16429584	D13C01	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	F	2	0/0	41,0	0/0	37,0	32.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429584/fAstCal1.2/CICHM16429584.mem.crumble.cram
cichlid7020123	D13D03	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	F?	2	0/0	20,0	0/0	12,0	17.18	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020123/fAstCal1.2/cichlid7020123.mem.crumble.cram
cichlid7020124	D13D04	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	F?	2	0/0	17,0	0/0	4,0	14.6	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020124/fAstCal1.2/cichlid7020124.mem.crumble.cram
cichlid7020116	D13C04	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	19,0	0/0	13,0	17.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020116/fAstCal1.2/cichlid7020116.mem.crumble.cram
cichlid7020117	D13C05	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	34,0	0/0	11,0	17.24	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020117/fAstCal1.2/cichlid7020117.mem.crumble.cram
cichlid7020118	D13C06	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	11,0	0/0	7,0	14.77	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020118/fAstCal1.2/cichlid7020118.mem.crumble.cram
cichlid7020119	D13C08	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	16,0	0/0	12,0	15.69	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020119/fAstCal1.2/cichlid7020119.mem.crumble.cram
cichlid7020120	D13C09	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	29,0	0/0	15,0	13.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020120/fAstCal1.2/cichlid7020120.mem.crumble.cram
cichlid7020121	D13C10	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	21,0	0/0	12,0	16.45	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020121/fAstCal1.2/cichlid7020121.mem.crumble.cram
CICHM16429583	D13B10	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	35,0	0/0	40,0	30.69	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429583/fAstCal1.2/CICHM16429583.mem.crumble.cram
CICHM16429585	D13C02	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	40,0	0/0	24,0	31.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429585/fAstCal1.2/CICHM16429585.mem.crumble.cram
CICHM16429586	D13C07	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M	2	0/0	38,0	0/0	21,0	29.62	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429586/fAstCal1.2/CICHM16429586.mem.crumble.cram
cichlid7020122	D13D01	Trematocranus	placodon	Benthic	Southeast arm	Mangochi bay	M?	2	0/0	27,0	0/0	15,0	16.9	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020122/fAstCal1.2/cichlid7020122.mem.crumble.cram
ILBCDS5421985	A96	Trematocranus	placodon	Benthic	Southeast arm	NA	M	2	0/0	11,0	0/0	9,0	13.65	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421985/fAstCal1.2/ILBCDS5421985.mem.crumble.cram
ILBCDS5879535	TP1	Trematocranus	placodon	Benthic	Southeast arm	NA	NA	2	0/0	6,0	0/0	1,0	6.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879535/fAstCal1.2/ILBCDS5879535.mem.crumble.cram
ILBCDS5879536	TP2	Trematocranus	placodon	Benthic	Southeast arm	NA	NA	2	0/0	3,0	0/0	3,0	6.72	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879536/fAstCal1.2/ILBCDS5879536.mem.crumble.cram
ILBCDS5879537	TP3	Trematocranus	placodon	Benthic	Southeast arm	NA	NA	2	0/0	1,0	0/0	3,0	6.57	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879537/fAstCal1.2/ILBCDS5879537.mem.crumble.cram
ILBCDS5879538	TP4	Trematocranus	placodon	Benthic	Southeast arm	NA	NA	2	0/0	4,0	0/0	2,0	6.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879538/fAstCal1.2/ILBCDS5879538.mem.crumble.cram
cichlid7020380	D24E02	Trematocranus	placodon	Benthic	Southwest arm	Malembo	M	2	0/0	21,0	0/0	18,0	15.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020380/fAstCal1.2/cichlid7020380.mem.crumble.cram
cichlid7050628	D15A03	Trematocranus	placodon	Benthic	Southwest arm	NA	F?	2	0/0	37,0	0/0	19,0	17.6	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050628/fAstCal1.2/cichlid7050628.mem.crumble.cram
cichlid7050626	D15A01	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	21,0	0/0	17,0	15.96	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050626/fAstCal1.2/cichlid7050626.mem.crumble.cram
cichlid7050627	D15A02	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	15,0	0/0	11,0	16.66	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050627/fAstCal1.2/cichlid7050627.mem.crumble.cram
cichlid7050629	D15A04	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	27,0	0/0	16,0	19.1	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050629/fAstCal1.2/cichlid7050629.mem.crumble.cram
cichlid7050630	D15A05	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	36,0	0/0	13,0	20.46	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050630/fAstCal1.2/cichlid7050630.mem.crumble.cram
CICHM16429592	D14G07	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	51,0	0/0	29,0	33.07	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429592/fAstCal1.2/CICHM16429592.mem.crumble.cram
CICHM16429593	D14J09	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	41,0	0/0	24,0	29.9	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429593/fAstCal1.2/CICHM16429593.mem.crumble.cram
CICHM16429594	D14J10	Trematocranus	placodon	Benthic	Southwest arm	NA	M	2	0/0	37,0	0/0	34,0	28.13	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429594/fAstCal1.2/CICHM16429594.mem.crumble.cram
cichlid7050632	D15A07	Trematocranus	placodon	Benthic	Southwest arm	NA	NA	2	0/0	13,0	0/0	13,0	15.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7050632/fAstCal1.2/cichlid7050632.mem.crumble.cram
cichlid7020176	D14D10	Trematocranus	sp. 'cape maclear'	Benthic	Cape Maclear	NA	NA	2	0/0	23,0	0/0	20,0	19.37	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020176/fAstCal1.2/cichlid7020176.mem.crumble.cram
CICHM16429686	D07E09	Tyrannochromis	macrostoma	Benthic	Chilumba	Chitande island	NA	2	0/0	28,0	0/0	30,0	27.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429686/fAstCal1.2/CICHM16429686.mem.crumble.cram
CICHM16429687	D09I05	Tyrannochromis	macrostoma	Benthic	Chiofu	NA	NA	2	0/0	32,0	0/0	39,0	28.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429687/fAstCal1.2/CICHM16429687.mem.crumble.cram
CICHM16429683	D06J01	Tyrannochromis	nigriventer	Benthic	Chilumba	Chitande island	NA	2	0/0	45,0	0/0	22,0	30.3	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429683/fAstCal1.2/CICHM16429683.mem.crumble.cram
cichlid6979078	D07G08	Tyrannochromis	nigriventer	Benthic	Chiofu	NA	NA	2	0/0	19,0	0/0	19,0	18.07	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979078/fAstCal1.2/cichlid6979078.mem.crumble.cram
CICHM16429684	D08F07	Tyrannochromis	nigriventer	Benthic	Chiofu	south rocks	M	2	0/0	31,0	0/0	15,1	33.17	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429684/fAstCal1.2/CICHM16429684.mem.crumble.cram
ILBCDS6101004	75	Tyrannochromis	nigriventer	Benthic	Minos reef	NA	NA	2	0/0	18,0	0/0	23,0	15.49	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS6101004/fAstCal1.2/ILBCDS6101004.mem.crumble.cram
CICHM16429682	D03A02	Tyrannochromis	nigriventer	Benthic	Nkhata Bay	Playground point	F	2	0/0	50,0	0/0	38,0	32.42	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429682/fAstCal1.2/CICHM16429682.mem.crumble.cram
CICHM16429685	D02D03	Tyrannochromis	nigriventer	Benthic	Nkhata Bay	Playground point	NA	2	0/0	32,0	0/0	33,0	30.97	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429685/fAstCal1.2/CICHM16429685.mem.crumble.cram
cichlid7020161	D14B07	Alticorpus	geoffreyi	Deep	Cape Maclear	NA	F?	2	0/0	11,0	0/0	16,0	15.58	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020161/fAstCal1.2/cichlid7020161.mem.crumble.cram
cichlid7020164	D14B10	Alticorpus	geoffreyi	Deep	Cape Maclear	NA	F?	2	0/0	24,0	0/0	10,0	16.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020164/fAstCal1.2/cichlid7020164.mem.crumble.cram
cichlid7020165	D14C01	Alticorpus	geoffreyi	Deep	Cape Maclear	NA	F?	2	0/0	23,0	0/0	21,0	17.46	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020165/fAstCal1.2/cichlid7020165.mem.crumble.cram
cichlid7020166	D14C05	Alticorpus	geoffreyi	Deep	Cape Maclear	NA	NA	2	0/0	26,0	0/0	19,0	17.75	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020166/fAstCal1.2/cichlid7020166.mem.crumble.cram
cichlid7020169	D14C08	Alticorpus	geoffreyi	Deep	Cape Maclear	NA	NA	2	0/0	19,0	0/0	11,0	16.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020169/fAstCal1.2/cichlid7020169.mem.crumble.cram
ILBCDS5438979	A65	Alticorpus	geoffreyi	Deep	Southeast arm	NA	M	2	0/0	14,0	0/0	12,0	18.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5438979/fAstCal1.2/ILBCDS5438979.mem.crumble.cram
ILBCDS5421986	14	Alticorpus	macrocleithrum	Deep	Southeast arm	NA	M	2	0/0	13,0	0/0	6,0	16.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421986/fAstCal1.2/ILBCDS5421986.mem.crumble.cram
cichlid7020232	D11B06	Alticorpus	mentale	Deep	Monkey Bay	north Monkey Bay	NA	2	0/0	21,0	0/0	10,0	17.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020232/fAstCal1.2/cichlid7020232.mem.crumble.cram
cichlid7020157	D14B02	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	F?	2	0/0	16,0	0/0	12,0	15.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020157/fAstCal1.2/cichlid7020157.mem.crumble.cram
cichlid7020160	D14B06	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	F?	2	0/0	19,0	0/0	12,0	18.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020160/fAstCal1.2/cichlid7020160.mem.crumble.cram
cichlid7020162	D14B08	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	F?	2	0/0	16,0	0/0	14,0	16.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020162/fAstCal1.2/cichlid7020162.mem.crumble.cram
cichlid7020156	D14B01	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	M	2	0/0	25,0	0/0	13,0	15.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020156/fAstCal1.2/cichlid7020156.mem.crumble.cram
cichlid7020158	D14B03	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	M	2	0/0	21,0	0/0	15,0	16.9	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020158/fAstCal1.2/cichlid7020158.mem.crumble.cram
cichlid7020159	D14B05	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	M	2	0/0	26,0	0/0	12,0	17.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020159/fAstCal1.2/cichlid7020159.mem.crumble.cram
cichlid7020163	D14B09	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	M	2	0/0	24,0	0/0	21,0	15.79	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020163/fAstCal1.2/cichlid7020163.mem.crumble.cram
cichlid7020167	D14C06	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	22,0	0/0	16,0	18.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020167/fAstCal1.2/cichlid7020167.mem.crumble.cram
cichlid7020168	D14C07	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	35,0	0/0	11,0	17.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020168/fAstCal1.2/cichlid7020168.mem.crumble.cram
cichlid7020170	D14C09	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	17,0	0/0	17,0	14.99	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020170/fAstCal1.2/cichlid7020170.mem.crumble.cram
cichlid7020171	D14C10	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	24,0	0/0	11,0	15.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020171/fAstCal1.2/cichlid7020171.mem.crumble.cram
CICHM16429755	D14C02	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	59,0	0/0	49,0	39.02	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429755/fAstCal1.2/CICHM16429755.mem.crumble.cram
CICHM16429756	D14C03	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	46,0	0/0	35,0	38.34	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429756/fAstCal1.2/CICHM16429756.mem.crumble.cram
CICHM16429757	D14C04	Alticorpus	peterdaviesi	Deep	Cape Maclear	NA	NA	2	0/0	38,0	0/0	27,0	29.34	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429757/fAstCal1.2/CICHM16429757.mem.crumble.cram
cichlid7020246	D11E10	Alticorpus	peterdaviesi	Deep	Monkey Bay	NA	M	2	0/0	30,0	0/0	14,0	17.01	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020246/fAstCal1.2/cichlid7020246.mem.crumble.cram
cichlid7020251	D11G08	Alticorpus	peterdaviesi	Deep	Monkey Bay	NA	M	2	0/0	25,0	0/0	16,0	16.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020251/fAstCal1.2/cichlid7020251.mem.crumble.cram
cichlid7020253	D11H02	Alticorpus	peterdaviesi	Deep	Monkey Bay	NA	NA	2	0/0	29,0	0/0	19,0	16.96	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020253/fAstCal1.2/cichlid7020253.mem.crumble.cram
ILBCDS5879560	280	Alticorpus	peterdaviesi	Deep	Southeast arm	NA	M	2	0/0	9,0	0/0	3,0	18.46	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879560/fAstCal1.2/ILBCDS5879560.mem.crumble.cram
cichlid6994147	D06C03	Aulonocara	ethelwynnae	Deep	Chilumba	Chilumba jetty	M	2	0/0	38,0	0/0	25,0	17.43	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994147/fAstCal1.2/cichlid6994147.mem.crumble.cram
cichlid6994148	D06C04	Aulonocara	ethelwynnae	Deep	Chilumba	Chilumba jetty	M	2	0/0	28,0	0/0	20,0	18.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994148/fAstCal1.2/cichlid6994148.mem.crumble.cram
cichlid7020291	D12G03	Aulonocara	nyassae	Deep	Makanjila	NA	M	2	0/0	27,0	0/0	19,0	18.43	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020291/fAstCal1.2/cichlid7020291.mem.crumble.cram
CICHM16429706	D03H02	Aulonocara	rostratum	Deep	Chilumba	Chiweta beach	NA	2	0/0	48,0	0/0	32,0	34.68	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429706/fAstCal1.2/CICHM16429706.mem.crumble.cram
cichlid7020107	D12H08	Aulonocara	rostratum	Deep	Makanjila	NA	NA	2	0/0	18,0	0/0	13,0	16.04	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020107/fAstCal1.2/cichlid7020107.mem.crumble.cram
CICHM16429707	D14J08	Aulonocara	rostratum	Deep	Southwest arm	NA	M	2	0/0	40,0	0/0	23,0	32.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429707/fAstCal1.2/CICHM16429707.mem.crumble.cram
cichlid6994253	D09F04	Aulonocara	saulosi	Deep	Chiofu	NA	M	2	0/0	19,0	0/0	17,0	15.62	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994253/fAstCal1.2/cichlid6994253.mem.crumble.cram
cichlid7020204	D10G03	Aulonocara	saulosi	Deep	Chiofu	NA	M	2	0/0	20,0	0/0	14,0	17.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid7020204/fAstCal1.2/cichlid7020204.mem.crumble.cram
